Date_of_usage,Azure_region,Service_Type,Demand_units,Capacity_allocated,Cost_USD,Service_availability,Market_Trend_Index,Holiday_Flag
18-06-2025,India South,Storage,166,207,12.05,98.04,1.28,0
10-03-2024,US North,Storage,326,405,29.36,98.35,1,0
04-06-2025,US East,Compute,147,158,23.86,98.93,0.92,0
11-02-2024,US East,Storage,228,240,13.3,99.85,0.82,0
11-11-2024,Asia East,Storage,248,298,15.43,97.92,1.1,0
06-04-2025,US South,Compute,332,400,60.95,97.95,1.34,0
01-01-2024,Europe West,Compute,115,130,16.79,97.31,1.33,1
24-02-2024,US West,Storage,61,73,5.66,99.78,1.12,1
28-04-2024,US South,Storage,117,137,10.29,98.35,0.95,0
02-11-2024,US West,Compute,251,312,47.25,99.88,0.91,0
28-12-2024,India South,Storage,630,698,39.9,97.16,1.42,0
31-03-2025,India South,Compute,287,327,41.78,97.4,0.94,0
16-02-2025,US East,Compute,464,577,65.9,97.46,1.1,0
09-05-2024,US South,Storage,192,239,15.49,98.34,0.82,0
23-12-2024,US East,Compute,305,365,42.39,97.36,1.22,0
31-07-2024,India South,Storage,450,490,32.83,99.08,1.24,0
05-08-2024,US West,Compute,296,316,56.86,97.47,1.01,0
18-08-2024,US North,Storage,567,704,34.66,97.94,1.22,0
28-11-2024,US South,Compute,71,76,12.98,99.94,1.11,0
06-11-2024,Asia East,Storage,444,521,41.24,98.07,1.42,0
13-03-2025,India South,Compute,495,560,88.45,98.54,1,0
23-08-2024,India South,Compute,147,175,28.54,97.88,1.29,0
20-03-2025,Asia East,Storage,316,378,19.06,99.6,1.29,0
12-11-2024,US North,Storage,134,144,7.04,99.3,1.28,0
10-06-2024,India South,Compute,132,144,21.77,97.74,1.49,0
28-06-2024,US North,Compute,149,184,22.17,99.12,1.37,0
14-08-2024,US East,Storage,109,130,9.38,97.22,1.3,0
06-10-2024,US South,Storage,135,154,12.15,97.84,1.41,0
10-10-2024,US North,Storage,555,602,50.38,98.41,1.28,0
25-03-2025,US South,Compute,141,169,21.8,97.36,1.2,0
08-02-2025,India South,Storage,128,152,9.45,99.88,1.13,0
12-06-2025,US West,Compute,436,520,56.74,98.3,0.95,0
16-07-2024,US West,Compute,289,327,42.06,99.23,1.38,0
22-06-2025,Asia East,Storage,105,117,7.65,98.12,1.44,1
27-04-2025,US South,Storage,154,172,11.35,98.33,1.49,0
09-01-2024,US West,Compute,330,373,48.94,97.79,0.8,0
18-05-2024,India South,Storage,493,552,27.83,98.16,1.05,0
26-04-2024,US West,Compute,115,123,14.27,99.29,1.33,0
18-08-2024,US North,Compute,432,496,72.88,97.78,0.89,0
22-06-2025,US North,Storage,328,408,18.54,99.43,1.35,0
17-02-2025,US North,Compute,298,333,58.35,99.48,1.11,0
04-01-2024,Europe West,Storage,501,563,25.65,98.74,1.02,0
25-08-2024,US North,Compute,114,129,19.76,98.76,1.24,0
20-01-2024,Europe West,Storage,102,109,7.56,98.37,1.24,0
16-06-2025,US East,Compute,571,663,112.05,98.2,1.35,0
28-05-2025,US West,Storage,233,264,16.98,97.16,1.39,0
22-04-2024,Asia East,Storage,248,298,17.32,97.92,1.28,0
12-06-2024,US South,Storage,207,227,19.79,98.43,1.23,0
02-06-2024,US West,Compute,246,285,30.08,97.97,1.33,1
13-01-2024,US South,Storage,384,457,28.1,99.28,1.13,0
10-10-2024,US South,Compute,241,270,42.59,99.14,1.12,1
03-09-2024,US East,Storage,174,214,16.87,99.06,1.08,0
20-04-2024,US North,Storage,596,737,38.37,99.62,1.25,0
28-08-2024,US West,Storage,211,232,12.4,97.83,1.21,1
08-07-2024,US East,Compute,349,395,62.79,97.64,0.92,0
28-03-2025,US East,Compute,199,247,24.09,99.73,1.08,0
06-04-2025,US South,Storage,278,308,24.5,99.55,0.99,0
03-05-2024,US East,Compute,254,289,50.79,97.38,1.03,0
29-07-2024,India South,Storage,96,110,6.36,97.97,0.95,1
03-01-2024,India South,Compute,180,223,34.86,97.78,0.97,0
18-07-2024,US West,Compute,473,504,86.68,97.85,1.14,0
22-09-2024,US South,Storage,204,236,10.87,99.68,1.2,0
19-02-2025,US West,Compute,73,81,10.74,97.51,0.95,0
12-04-2024,US South,Compute,374,419,45.34,98.93,1.29,1
02-01-2025,US East,Compute,293,345,40.1,97.86,1.23,0
02-09-2024,Asia East,Compute,278,309,42.69,97.12,1.14,0
20-03-2024,US East,Compute,266,298,47.22,97.66,1.08,0
09-04-2024,India South,Compute,233,269,34.47,99.89,0.98,0
31-03-2024,India South,Storage,320,382,25.17,99.14,1.03,0
16-09-2024,US East,Compute,411,460,67.93,97.55,1.31,1
15-01-2025,US East,Compute,82,90,14.4,97.91,1.24,1
04-07-2024,US North,Storage,375,452,32.9,97.24,1.01,1
04-04-2024,India South,Compute,483,541,89.95,98.66,1.09,0
22-03-2025,US East,Compute,119,132,19.23,99.64,1.07,0
17-12-2024,US South,Storage,421,512,28.18,98.29,0.98,0
09-04-2024,US East,Storage,94,106,8.18,99.46,1.43,0
24-12-2024,US West,Storage,176,198,16.75,98.58,0.92,0
18-04-2025,Asia East,Storage,127,151,9.17,97.65,1.13,0
11-01-2025,Asia East,Storage,79,89,4.11,99.12,0.85,0
15-06-2025,Asia East,Compute,54,64,10.18,98.74,1.08,0
13-10-2024,US North,Compute,470,509,66.55,98.12,1.06,0
04-10-2024,Asia East,Compute,187,207,23.72,98.36,1.39,0
30-09-2024,India South,Storage,315,371,30.19,97.24,0.83,0
28-06-2025,US South,Storage,535,647,44.08,98.93,1.23,0
20-05-2024,Asia East,Compute,278,303,51.08,99.4,1.39,1
23-01-2025,US North,Storage,215,257,20.98,98.6,1.21,0
23-03-2025,Asia East,Compute,476,510,70.82,97.05,1.49,1
23-06-2025,India South,Storage,424,519,33.04,99.29,1.36,0
17-08-2024,US North,Compute,360,386,44.44,97.14,0.95,0
01-06-2025,India South,Compute,492,568,89.98,99.19,1.47,0
05-11-2024,India South,Compute,160,196,31.8,97.24,0.98,0
19-08-2024,US East,Storage,330,374,26.05,99.36,1.04,0
10-08-2024,Europe West,Storage,382,427,31.71,97.51,1.31,0
27-11-2024,Asia East,Storage,403,486,38.6,99.97,1.36,0
20-09-2024,US South,Storage,586,618,49.17,97.78,1.39,0
29-11-2024,Europe West,Storage,65,77,4.34,97.3,1.02,0
03-08-2024,US North,Storage,310,334,22.16,98.72,1.5,0
07-02-2025,US South,Storage,246,270,17.32,97.55,0.98,0
28-09-2024,Asia East,Compute,264,309,32.3,99.97,0.8,0
12-05-2025,US West,Storage,353,410,23.29,99.93,1.03,0
09-01-2024,US South,Compute,165,182,25.19,99.44,0.91,0
10-06-2025,India South,Compute,199,248,38.23,98.13,0.82,0
08-09-2024,US West,Storage,444,545,30.76,97.38,1.49,0
02-06-2024,US East,Compute,522,603,76.62,97.03,1.18,0
02-02-2024,US East,Compute,65,68,10.88,98.42,1.19,0
09-02-2024,US East,Storage,212,261,13.45,97.86,1.14,0
09-12-2024,Asia East,Storage,485,588,36.27,98.14,1.32,0
26-03-2024,India South,Compute,683,840,122.95,98.97,1.41,0
05-10-2024,US West,Storage,250,267,15.44,97.67,1.25,0
25-06-2024,US North,Storage,116,129,10.87,97.5,1.05,1
28-05-2025,US South,Compute,55,60,7.65,98.8,0.83,0
07-02-2025,US East,Storage,183,215,17.94,99.75,0.92,0
06-03-2025,US West,Storage,312,379,28.02,97.45,0.91,0
21-06-2025,Europe West,Compute,358,431,69.55,99.91,0.99,1
01-04-2024,India South,Storage,288,328,16.06,99.96,1.3,0
31-12-2024,US East,Compute,319,395,38.73,99.71,0.93,0
07-07-2024,US South,Compute,141,153,17.83,99.49,1.04,0
29-06-2024,India South,Compute,216,267,28.19,97.77,1.1,1
24-12-2024,Europe West,Compute,365,423,60.61,99.31,1.11,0
11-07-2024,US South,Compute,223,239,42.41,97.41,1.06,0
28-05-2025,Europe West,Compute,231,282,39.2,99.96,1.37,0
22-06-2025,US North,Storage,259,311,16.07,97.3,0.82,1
04-09-2024,Asia East,Storage,161,194,11.4,99.59,0.9,0
05-06-2024,US East,Compute,153,164,24.34,97.31,0.8,1
27-05-2025,Asia East,Storage,412,477,21.01,97.39,1.31,0
09-06-2024,India South,Storage,52,64,4.27,99.21,0.86,1
01-04-2025,US West,Compute,199,219,33.16,99.39,0.94,1
07-12-2024,US North,Storage,369,445,18.91,98.81,1.38,0
15-03-2025,US West,Storage,329,372,28.99,98.19,1.33,0
08-12-2024,US North,Compute,286,351,41.31,98.97,1.4,1
14-04-2024,US South,Storage,403,443,31.31,99.78,1.04,1
23-07-2024,US South,Compute,659,791,95.97,97.99,1.4,0
26-09-2024,Europe West,Compute,437,476,83.43,97.86,1.17,0
18-02-2024,Europe West,Compute,416,466,68.55,97.17,1.1,0
28-03-2024,Asia East,Storage,135,164,12.36,97.92,0.91,0
08-10-2024,US South,Compute,384,454,75.57,99.89,0.95,0
22-02-2025,US South,Storage,99,115,8.57,99.46,1.26,0
12-06-2024,Asia East,Storage,208,221,19.28,98.67,0.98,0
04-02-2024,India South,Compute,490,577,90.85,97.23,1.23,0
16-05-2024,US North,Storage,451,491,40.64,97.3,1.5,0
12-01-2024,US South,Storage,185,194,10.48,99.72,1.45,0
12-11-2024,US North,Storage,300,371,27.56,99.12,1.48,1
20-01-2024,India South,Storage,496,526,32.66,99.65,1.49,0
16-01-2025,Europe West,Compute,259,275,42.5,98.31,0.82,0
15-06-2024,US East,Storage,311,357,29.41,98.16,1.18,0
24-04-2024,US West,Storage,346,386,24.98,97.61,1.09,0
17-05-2024,Europe West,Storage,239,251,16.25,99.07,0.83,0
08-08-2024,Europe West,Storage,351,434,26.49,98.96,0.95,1
05-06-2025,Europe West,Storage,473,502,39.47,99.26,1.47,0
06-08-2024,US West,Storage,435,494,34.19,99.35,1.22,0
07-01-2024,Europe West,Storage,196,235,17.1,97.61,1,0
06-05-2024,US North,Storage,240,283,17.66,97.3,1.3,1
26-04-2025,US East,Storage,520,612,28.44,99.57,1.25,0
27-04-2025,Asia East,Compute,250,293,32.41,97.11,1.26,0
14-12-2024,US North,Compute,564,641,74.47,98.97,1.36,0
21-07-2024,US East,Compute,379,410,75.7,99.8,1.46,0
13-10-2024,US North,Storage,401,436,31.36,98.45,1.16,0
21-05-2025,US South,Storage,115,139,8.02,99.34,1.18,0
12-04-2025,India South,Storage,403,447,24.36,99.84,0.85,0
12-02-2025,US North,Compute,574,701,103.31,98.21,1.39,0
05-05-2025,Europe West,Compute,311,344,46.99,98.76,1,0
02-12-2024,US South,Compute,314,344,55.5,97.67,1.32,0
26-02-2024,India South,Storage,426,494,25.1,99.13,0.94,0
15-06-2024,US North,Storage,287,343,17.41,97.06,1.11,0
18-02-2025,US East,Storage,143,174,8.22,98.89,0.92,0
02-05-2024,US West,Storage,108,121,5.77,99.54,1.18,0
09-10-2024,US South,Compute,397,448,56.63,98.44,1.1,0
15-04-2025,Europe West,Storage,438,494,36.93,98.41,1.15,0
30-07-2024,US East,Compute,517,546,73.81,99.71,1.32,0
14-04-2024,US East,Compute,299,364,53.34,98.55,1.14,0
21-09-2024,US South,Storage,202,213,11.54,99.53,1.49,0
25-06-2024,US North,Compute,46,53,7.95,98.34,0.81,0
14-06-2025,US South,Storage,376,429,24.08,99.68,1.4,0
19-03-2024,US East,Storage,258,316,20.44,97.97,1.07,0
07-04-2025,Europe West,Storage,178,212,16.97,97.44,0.87,0
28-03-2024,US North,Compute,624,741,117.75,98.71,1.34,0
01-02-2025,US West,Storage,331,369,20.28,97.48,1.4,0
08-04-2024,US West,Storage,337,413,28.46,97.31,1.22,1
23-02-2025,India South,Storage,207,258,20.6,98.19,0.94,0
29-05-2025,Asia East,Compute,310,331,60.45,99.92,1.5,0
25-05-2024,Asia East,Compute,244,275,39.55,99.35,1.38,0
24-03-2024,US East,Storage,189,227,11.25,98.62,1.21,0
01-05-2025,US West,Compute,484,530,86.95,97.14,1.45,0
25-01-2024,US North,Compute,172,206,23.38,97.92,1.18,0
29-03-2025,Europe West,Storage,198,208,10.52,99.25,1.24,0
03-02-2024,US East,Storage,481,571,25.18,97.26,1.09,0
21-03-2025,US South,Storage,214,242,15.87,99.27,1.39,0
12-02-2024,Europe West,Compute,595,703,90.72,99.44,1.33,0
29-02-2024,US East,Compute,493,532,69.33,97.85,1.18,0
20-08-2024,US South,Storage,585,705,36.15,97.9,1.33,0
13-07-2024,US North,Compute,256,271,44.64,97.91,0.81,1
12-07-2024,US South,Storage,188,222,10.4,97.01,0.91,0
28-10-2024,US East,Compute,591,638,82.48,98.03,1.28,0
05-08-2024,Europe West,Compute,188,233,31.05,97.06,0.94,0
18-09-2024,India South,Compute,424,481,61.02,99.66,1.18,1
30-12-2024,US North,Compute,134,149,26.76,99.61,1.21,0
03-04-2025,Europe West,Storage,176,208,11.97,99.41,0.89,0
01-01-2024,India South,Compute,334,382,44.71,99.4,1.39,0
15-05-2024,US East,Storage,288,343,28.75,98.89,0.88,0
05-06-2025,US South,Compute,391,417,54.66,98.97,1.33,0
13-06-2025,US South,Compute,336,367,44.24,99.98,1,1
14-06-2025,US North,Compute,442,521,53.16,99.88,1.26,0
22-03-2024,US South,Compute,494,614,61.67,97.53,1.16,0
17-04-2024,US East,Storage,302,341,24.02,97.19,0.87,1
20-08-2024,Europe West,Storage,351,399,29.83,97.99,0.92,1
31-03-2024,US North,Compute,248,283,41.51,98.98,0.9,0
26-04-2024,US North,Storage,72,79,6.79,99.66,1.01,0
16-03-2024,Europe West,Storage,378,462,34.79,97.54,1.21,0
12-02-2024,Asia East,Storage,485,555,44.28,99.12,1.02,0
22-07-2024,US East,Compute,592,660,75.97,98.32,1.22,0
13-03-2024,US North,Compute,592,670,104.18,98.71,1.3,0
17-09-2024,India South,Compute,315,374,39.37,97.63,1.35,0
15-05-2024,US East,Storage,237,257,13.48,98.68,0.82,0
21-01-2024,US South,Storage,298,313,22.18,98.77,1.43,0
31-03-2025,US West,Compute,384,436,65.84,98.65,0.87,0
30-06-2025,Europe West,Compute,355,376,58.1,98.24,1.1,0
17-05-2024,Europe West,Storage,458,567,42.8,98.11,1.41,0
26-08-2024,Europe West,Storage,94,101,4.94,99.47,1.31,0
12-08-2024,India South,Storage,451,511,23.15,97.8,1.2,0
09-08-2024,US South,Compute,164,174,20.65,99.33,1.04,0
31-05-2024,US West,Compute,236,277,30.93,97.45,1.47,0
23-03-2024,India South,Compute,161,169,25.74,99.27,0.83,0
27-04-2024,US East,Compute,466,563,88.8,99.12,0.95,0
13-11-2024,Asia East,Compute,212,236,34.57,99.79,0.85,0
05-10-2024,Europe West,Compute,419,445,62.32,98.73,1.17,1
15-02-2025,India South,Storage,265,288,25.86,97.62,0.85,0
15-04-2024,US West,Compute,368,431,70.45,98.79,0.88,0
04-04-2025,Europe West,Compute,661,811,97.55,97.71,1.35,0
08-05-2024,US North,Compute,667,815,95.85,99.22,1.42,0
19-12-2024,US West,Storage,154,186,8.9,97.84,1.06,0
09-03-2024,US West,Compute,475,520,66.01,99.96,1.1,0
09-09-2024,US North,Compute,68,75,11.24,98.13,1.07,0
09-12-2024,US East,Storage,245,302,13.97,99.36,1.49,0
25-05-2025,US East,Storage,240,252,22.01,97.59,1.15,0
05-01-2024,US North,Storage,402,463,37.63,99.81,1.31,0
06-09-2024,Asia East,Storage,157,189,11.21,98.53,1.05,0
08-04-2025,Europe West,Compute,321,385,44.11,98.52,0.87,0
27-06-2025,US West,Storage,371,428,19.52,98.76,1.19,0
09-05-2024,Europe West,Storage,460,558,39.68,98.47,1.04,0
05-07-2024,US West,Storage,260,287,22.99,98.57,1.35,0
10-10-2024,US North,Compute,180,207,33.71,99.22,1.44,0
15-06-2024,US East,Compute,545,668,80.26,98.91,1.17,0
19-12-2024,Asia East,Storage,161,186,14.09,99.59,1.09,0
21-05-2025,Asia East,Storage,145,156,9.77,97.48,1.36,0
29-01-2024,Europe West,Compute,164,194,22.78,97.75,0.87,1
26-10-2024,US West,Compute,72,87,11.55,98.36,1.04,0
14-04-2025,Europe West,Compute,92,103,12.49,97.85,1.06,0
11-08-2024,US West,Compute,510,596,80.99,98.88,1.05,0
12-05-2025,Europe West,Compute,665,748,120.66,99.81,1.35,0
07-06-2024,US East,Storage,121,135,6.75,99.93,1.5,0
15-05-2024,Europe West,Compute,469,503,65.62,97.07,1.08,0
10-04-2025,US East,Storage,67,76,5.31,98.92,1.19,0
29-08-2024,US South,Compute,443,526,78.41,97.48,1.24,0
09-12-2024,US North,Compute,58,61,10.11,99.26,1.1,0
25-06-2024,Europe West,Storage,466,492,33.02,98.87,1.27,0
10-08-2024,US North,Storage,74,87,4.77,99.85,0.93,0
15-05-2025,Europe West,Storage,192,214,12.05,99.1,0.87,0
10-05-2025,US South,Storage,349,407,26.77,98.36,1,0
30-08-2024,US West,Compute,108,120,17.63,99.51,1,0
29-09-2024,India South,Compute,124,132,14.91,98.56,0.89,0
02-01-2024,US North,Storage,293,359,24.24,99.63,1.36,0
09-09-2024,Asia East,Compute,90,102,16.86,98.48,0.96,0
23-10-2024,Asia East,Compute,163,186,30.88,99.04,1.02,0
04-01-2025,Asia East,Compute,83,91,11.94,99.28,1.27,0
11-04-2024,US East,Storage,522,649,48.84,98.94,1.24,0
24-02-2025,Asia East,Storage,138,145,7.06,99.2,0.83,1
09-11-2024,US West,Compute,386,411,75.11,97.19,0.85,0
09-04-2024,US South,Storage,156,190,10.5,97.39,1.36,0
03-06-2025,US West,Storage,368,413,32.49,97.7,0.9,0
24-06-2024,India South,Storage,70,76,5.39,99.13,0.91,1
01-06-2025,US North,Compute,478,539,92.44,99.8,1.3,0
08-01-2024,Asia East,Storage,491,560,44.94,98.34,1.44,1
09-10-2024,US West,Storage,159,177,10.7,99.1,1.44,0
19-02-2024,US South,Compute,135,149,16.25,97.02,1.23,0
21-10-2024,US South,Storage,379,412,27.65,98.94,1.31,0
05-03-2025,India South,Storage,87,93,6.11,98.94,1.05,0
13-08-2024,Asia East,Storage,313,384,23.37,99.13,0.91,0
11-01-2025,US South,Compute,203,252,32.86,99.94,1.09,0
09-03-2024,US East,Compute,278,345,40.58,97.48,0.88,0
01-03-2024,US West,Storage,530,581,37.81,99.79,1.4,0
24-01-2025,India South,Storage,372,439,25.27,97.38,1.45,1
01-08-2024,Europe West,Storage,451,537,43.78,97.65,1.49,0
13-06-2024,Europe West,Compute,499,623,86.88,98.97,1.07,0
22-05-2025,Asia East,Storage,529,587,50.53,97.9,1.13,0
12-03-2025,Europe West,Storage,226,258,16.28,98.88,1.03,0
22-07-2024,Asia East,Storage,603,730,43.36,98.26,1.44,0
10-02-2025,US East,Storage,586,693,30.57,97.92,1.46,0
19-04-2024,Europe West,Storage,404,494,40.13,98.85,1.13,1
13-03-2024,US North,Storage,225,239,16.76,99.29,1.35,0
03-01-2024,US East,Storage,460,502,38.24,98.18,0.98,0
25-03-2024,Europe West,Compute,115,126,15.01,99.59,1.01,1
09-06-2024,US West,Compute,272,309,40.81,97.07,1.04,0
19-04-2025,Asia East,Storage,194,216,13.53,98.58,1.33,0
28-03-2024,US East,Storage,231,243,15.42,97.29,1.12,0
14-12-2024,US North,Compute,450,534,84.76,98.94,1.07,0
26-08-2024,US South,Storage,428,507,23.46,99.91,1.15,0
01-09-2024,US North,Compute,503,598,93.75,99.25,1.4,0
06-08-2024,India South,Compute,407,451,76.72,99.88,1.37,1
26-12-2024,India South,Storage,323,351,16.92,99.64,1.32,0
19-11-2024,US East,Compute,81,86,12.45,99.69,1.2,0
06-03-2024,US East,Compute,308,328,40.9,98.62,1.3,0
22-01-2024,US East,Storage,180,204,11.44,98.16,1.27,0
07-09-2024,Asia East,Compute,80,91,11.35,99.77,0.82,0
29-10-2024,US South,Storage,333,368,29.99,99.02,0.86,1
10-02-2024,US West,Storage,124,145,7.41,97.8,1.11,0
10-04-2024,Asia East,Compute,333,360,63.35,97.8,1.09,0
17-03-2025,Asia East,Storage,168,176,9.8,97.48,1.34,0
07-01-2024,Europe West,Storage,482,590,44.36,98.57,1.12,0
17-11-2024,US South,Storage,156,172,11.01,97.21,1.11,0
28-04-2024,US West,Storage,280,310,16.94,98.52,0.93,0
13-01-2025,US West,Storage,273,339,15.91,97.11,1.05,0
03-05-2025,Asia East,Compute,238,254,46.35,97.7,0.81,0
25-01-2025,India South,Storage,118,142,10.61,98.8,0.99,0
25-07-2024,India South,Compute,73,89,11.39,97.09,0.82,0
03-08-2024,US North,Compute,141,157,23.19,97.39,1.08,0
22-02-2025,US South,Compute,323,360,40.01,97.57,1.16,0
05-01-2025,US East,Storage,166,204,13.83,98.25,1.17,0
26-01-2025,US East,Storage,423,453,22.77,98.49,0.86,0
20-12-2024,US North,Storage,219,234,12.29,98.09,0.94,0
10-09-2024,US East,Storage,650,716,46.62,98.27,1.35,0
22-05-2025,US North,Compute,376,416,58.72,99.89,0.99,0
11-09-2024,Europe West,Storage,229,245,15.28,97.56,1.32,0
04-06-2024,Europe West,Compute,187,199,24.51,97.3,1.1,0
22-04-2024,US South,Storage,222,265,18.8,99.43,1.04,0
29-12-2024,Asia East,Storage,721,852,65,97.22,1.49,0
22-06-2024,US North,Storage,219,266,11.37,98.85,0.99,0
22-01-2025,India South,Storage,61,71,5.91,98.44,0.97,0
15-04-2025,India South,Compute,410,477,80.68,99.57,1.42,0
14-04-2024,Asia East,Compute,468,548,61.44,98.33,0.98,0
20-07-2024,Europe West,Compute,296,360,57.65,98.83,0.96,0
24-02-2024,Asia East,Storage,361,398,26.31,99.85,0.86,0
10-03-2024,US East,Storage,202,223,18.76,98.73,0.95,1
31-01-2025,Europe West,Compute,162,172,28.71,97.88,0.98,0
18-01-2024,US West,Storage,277,308,18.87,97.83,1.5,0
08-07-2024,US West,Compute,147,173,22.16,99.65,1.25,0
16-04-2024,Asia East,Storage,471,531,30.09,98.48,1.38,0
03-03-2024,US South,Storage,415,490,31.07,97.39,1.19,0
27-05-2025,US West,Compute,288,307,51.12,97.68,1.12,1
25-03-2025,US North,Storage,374,404,19.24,98.84,0.84,0
14-04-2025,US West,Storage,277,292,21.77,97.96,1.21,1
31-03-2024,US South,Storage,45,49,3.92,98.2,0.99,1
31-03-2024,US West,Compute,386,444,71.67,99.97,1.26,0
25-05-2025,Asia East,Compute,411,440,51.74,97.82,1.21,0
26-04-2025,India South,Compute,662,821,87.78,98.77,1.41,0
25-03-2024,US South,Storage,466,491,26.23,98.78,1.24,0
07-05-2024,Asia East,Compute,366,449,50.62,97.67,0.98,0
09-05-2024,US East,Compute,431,535,60.24,99.2,1.12,0
03-05-2024,US South,Compute,229,251,32.5,97.89,1.19,0
08-01-2024,India South,Compute,373,461,60.34,99.75,1.31,0
02-07-2024,US West,Compute,308,337,55.86,97.1,0.92,0
06-06-2024,Europe West,Compute,243,303,46.21,97.92,0.89,1
04-01-2025,Asia East,Compute,258,319,34.8,99.26,0.89,0
29-05-2024,Europe West,Storage,536,610,40.91,99.1,1.11,0
25-05-2025,US North,Compute,179,201,26.92,99.38,0.88,0
17-10-2024,India South,Compute,98,111,15.28,98.57,0.86,0
07-02-2024,Europe West,Storage,399,493,28.14,98.46,0.96,0
27-06-2024,US South,Storage,555,681,34.71,98.86,1.11,0
03-10-2024,US South,Compute,209,254,26.68,99.53,1.31,0
26-02-2025,India South,Compute,309,326,46.01,97.84,1,1
09-08-2024,US West,Storage,324,343,24.06,98.62,0.98,0
03-02-2024,India South,Storage,90,99,7.83,97.08,1.04,0
17-04-2025,US East,Compute,141,160,27.97,98.37,1.46,0
28-11-2024,US South,Compute,159,195,30.9,98.89,0.89,1
22-02-2024,India South,Storage,408,497,34.77,98.28,0.96,0
11-10-2024,Europe West,Compute,122,134,19.55,99.07,1.35,0
04-05-2025,US North,Storage,251,268,19.32,98.09,1.39,0
12-06-2025,India South,Storage,449,556,31.7,98.99,1.19,0
11-05-2025,US South,Storage,54,66,3.79,97.35,0.87,0
18-01-2025,US South,Storage,378,403,32.77,98.44,1.16,0
29-01-2025,India South,Compute,108,130,20.65,99.6,0.83,0
14-10-2024,US West,Compute,85,98,14.19,98.62,1.19,0
20-02-2025,Asia East,Compute,349,401,47.12,99.34,0.97,0
29-05-2024,US South,Compute,514,631,74.2,97.65,1.3,0
27-12-2024,US South,Storage,366,406,24.89,99.51,1.09,1
13-04-2025,US South,Compute,407,460,67.94,98.48,1.05,1
26-05-2024,India South,Storage,180,215,16.37,97.98,0.89,0
19-01-2025,India South,Compute,478,502,58.12,98.1,1.33,0
07-07-2024,India South,Compute,665,749,125.2,98.27,1.4,0
18-11-2024,US South,Compute,73,81,13.38,99.36,1.12,0
06-01-2024,India South,Storage,553,684,41.95,98.18,1.29,0
24-09-2024,India South,Storage,496,544,38.48,98.32,1.05,0
27-05-2025,US West,Storage,350,418,19.2,99.67,0.87,0
18-04-2025,US East,Storage,294,320,29.31,98.18,1.21,0
09-06-2024,US East,Storage,297,351,19.71,99.27,0.82,0
16-07-2024,US West,Storage,541,588,44.7,97.84,1.44,0
24-09-2024,US South,Compute,560,593,71.28,97.46,1.47,0
21-02-2024,India South,Compute,298,313,38.23,98.08,1.4,0
17-05-2025,Asia East,Compute,271,301,46.5,97.34,0.85,0
27-01-2024,US South,Storage,141,156,8.49,99.42,1.21,1
